"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.009166432340994 3 107 "GO:0001819" "positive regulation of cytokine production" 0.0921487603305785
0 1 2 61 "GO:0001822" "kidney development" 1
0 0.0530423965482693 3 7 "GO:0001824" "blastocyst development" 0.300232558139535
0 1 2 9 "GO:0001825" "blastocyst formation" 1
0 1 4 5 "GO:0001829" "trophectodermal cell differentiation" 1
0 1 2 6 "GO:0001833" "inner cell mass cell proliferation" 1
0 1 4 8 "GO:0001835;GO:0035188;GO:0071684" "blastocyst hatching" 1
0 1 3 6 "GO:0001836" "release of cytochrome c from mitochondria" 1
0 1 5 49 "GO:0001837;GO:0048762" "mesenchymal cell differentiation" 1
0 1 3 15 "GO:0001838;GO:0072175" "epithelial tube formation" 1
0 1 3 6 "GO:0001841" "neural tube formation" 1
0 1 2 33 "GO:0001843;GO:0060606" "tube closure" 1
0 1 2 8 "GO:0001881" "receptor recycling" 1
0 1 2 17 "GO:0001885" "endothelial cell development" 1
0 1 5 43 "GO:0001889" "liver development" 1
0 1 2 7 "GO:0001890" "placenta development" 1
0 1 5 52 "GO:0001894" "tissue homeostasis" 1
0 1 2 5 "GO:0001895" "retina homeostasis" 1
0 1.80417248865272e-07 2 18 "GO:0001906" "cell killing" 0
0 3.55962154076112e-05 2 9 "GO:0001909" "leukocyte mediated cytotoxicity" 0
0 1 2 8 "GO:0001910;GO:0031341" "regulation of cell killing" 1
0 1 2 10 "GO:0001919" "regulation of receptor recycling" 1
0 1 2 6 "GO:0001921" "positive regulation of receptor recycling" 1
0 1 3 7 "GO:0001923;GO:0031663;GO:2000321;GO:2000318" "positive regulation of T-helper 17 type immune response" 1
0 0.0326972107014569 4 313 "GO:0001932" "regulation of protein phosphorylation" 0.211146496815287
0 0.195368462406799 2 105 "GO:0001933;GO:0042326" "negative regulation of phosphorylation" 0.870744680851064
0 0.0189736218047971 4 201 "GO:0001934" "positive regulation of protein phosphorylation" 0.148287671232877
0 1 4 13 "GO:0001935" "endothelial cell proliferation" 1
0 1 6 44 "GO:0001936" "regulation of endothelial cell proliferation" 1
0 1 2 17 "GO:0001937" "negative regulation of endothelial cell proliferation" 1
0 1 2 27 "GO:0001938" "positive regulation of endothelial cell proliferation" 1
0 1 2 5 "GO:0001942" "hair follicle development" 1
0 1 4 20 "GO:0001944" "vasculature development" 1
0 0.0821043797920263 3 11 "GO:0001945" "lymph vessel development" 0.525095785440613
0 1 6 33 "GO:0001952" "regulation of cell-matrix adhesion" 1
0 1 4 9 "GO:0001953" "negative regulation of cell-matrix adhesion" 1
0 1 2 15 "GO:0001954" "positive regulation of cell-matrix adhesion" 1
0 1 3 10 "GO:0001956;GO:0051590" "positive regulation of neurotransmitter transport" 1
0 1 4 11 "GO:0001958;GO:0036075" "endochondral ossification" 1
0 0.0266784744502254 2 33 "GO:0001959;GO:0060759" "regulation of response to cytokine stimulus" 0.184193548387097
0 0.137631350730224 2 19 "GO:0001960;GO:0060761" "negative regulation of response to cytokine stimulus" 0.738109756097561
0 1 2 9 "GO:0001974" "blood vessel remodeling" 1
0 1 6 6 "GO:0001996;GO:0010460" "positive regulation of heart rate" 1
0 0.702770744070248 4 154 "GO:0002009;GO:0048729" "tissue morphogenesis" 1
0 1 5 18 "GO:0002011" "morphogenesis of an epithelial sheet" 1
0 1 2 21 "GO:0002027" "regulation of heart rate" 1
0 1 7 17 "GO:0002028" "regulation of sodium ion transport" 1
0 0.157594044052395 3 22 "GO:0002040" "sprouting angiogenesis" 0.79375
0 1 2 5 "GO:0002052" "positive regulation of neuroblast proliferation" 1
0 1 3 12 "GO:0002053;GO:0010464" "regulation of mesenchymal cell proliferation" 1
0 1 2 19 "GO:0002062" "chondrocyte differentiation" 1
0 1 2 13 "GO:0002063" "chondrocyte development" 1
0 1 4 56 "GO:0002064" "epithelial cell development" 1
0 1 3 13 "GO:0002065;GO:0002067" "columnar/cuboidal epithelial cell differentiation" 1
0 1 2 11 "GO:0002066" "columnar/cuboidal epithelial cell development" 1
0 1 2 6 "GO:0002068" "glandular epithelial cell development" 1
0 1 3 6 "GO:0002082" "regulation of oxidative phosphorylation" 1
0 1 3 6 "GO:0002084;GO:0042159;GO:0098734;GO:0042157" "lipoprotein metabolic process" 1
0 1 3 18 "GO:0002088" "lens development in camera-type eye" 1
0 1 5 16 "GO:0002090" "regulation of receptor internalization" 1
0 1 3 10 "GO:0002092" "positive regulation of receptor internalization" 1
0 1 3 10 "GO:0002098;GO:0002097" "tRNA wobble base modification" 1
0 1 3 24 "GO:0002181" "cytoplasmic translation" 1
0 1 4 6 "GO:0002183" "cytoplasmic translational initiation" 1
0 0.000329203751205037 2 18 "GO:0002218" "activation of innate immune response" 0.00446428571428571
0 0.279578454832244 2 42 "GO:0002221" "pattern recognition receptor signaling pathway" 1
0 0.0892322538633717 2 12 "GO:0002230;GO:0050691" "regulation of defense response to virus by host" 0.568450184501845
0 1 2 89 "GO:0002237" "response to molecule of bacterial origin" 1
0 0.164147130548891 4 23 "GO:0002244" "hematopoietic progenitor cell differentiation" 0.803116147308782
0 0.22699168646677 2 33 "GO:0002250" "adaptive immune response" 0.925875
0 1.52889265038688e-07 2 113 "GO:0002252" "immune effector process" 0
0 0.0109919637024542 4 60 "GO:0002253" "activation of immune response" 0.102734375
0 1 4 13 "GO:0002262" "myeloid cell homeostasis" 1
0 1 2 31 "GO:0002274" "myeloid leukocyte activation" 1
0 1 3 12 "GO:0002275" "myeloid cell activation involved in immune response" 1
0 1 2 7 "GO:0002281" "macrophage activation involved in immune response" 1
0 1 4 18 "GO:0002285" "lymphocyte activation involved in immune response" 1
0 1 2 7 "GO:0002286" "T cell activation involved in immune response" 1
0 1 2 11 "GO:0002312" "B cell activation involved in immune response" 1
0 1 3 5 "GO:0002313" "mature B cell differentiation involved in immune response" 1
0 1 5 11 "GO:0002335" "mature B cell differentiation" 1
0 1 2 30 "GO:0002366;GO:0002263" "cell activation involved in immune response" 1
0 4.27600775260926e-05 1 405 "GO:0002376" "immune system process" 0
0 1 2 43 "GO:0002429;GO:0002757;GO:0002768;GO:0002764" "immune response-regulating cell surface receptor signaling pathway" 1
0 0.000118575744580053 3 13 "GO:0002443" "leukocyte mediated immunity" 0.0025
0 8.61552320110426e-06 2 6 "GO:0002446;GO:0002444" "neutrophil mediated immunity" 0
0 1 2 8 "GO:0002449" "lymphocyte mediated immunity" 1
0 1 2 12 "GO:0002460" "adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" 1
0 1 3 13 "GO:0002478;GO:0019884;GO:0048002" "antigen processing and presentation of peptide antigen" 1
0 0.393812274647065 4 64 "GO:0002521" "leukocyte differentiation" 1
0 1 3 10 "GO:0002523" "leukocyte migration involved in inflammatory response" 1
0 0.000275837553037509 2 17 "GO:0002526" "acute inflammatory response" 0.00480769230769231
0 1 2 5 "GO:0002566" "somatic diversification of immune receptors via somatic mutation" 1
0 1 2 20 "GO:0002573" "myeloid leukocyte differentiation" 1
0 1 4 5 "GO:0002577" "regulation of antigen processing and presentation" 1
0 1 2 21 "GO:0002637" "regulation of immunoglobulin production" 1
0 1 4 7 "GO:0002639;GO:0045830" "positive regulation of immunoglobulin production" 1
0 1 3 6 "GO:0002673" "regulation of acute inflammatory response" 1
0 0.000696095986442902 2 322 "GO:0002682" "regulation of immune system process" 0.00681818181818182
0 0.00776416598612587 2 102 "GO:0002683" "negative regulation of immune system process" 0.0826086956521739
0 0.000482174973279855 2 184 "GO:0002684" "positive regulation of immune system process" 0.00677966101694915
0 0.238993217672528 4 35 "GO:0002685" "regulation of leukocyte migration" 0.957320099255583
0 1 2 5 "GO:0002686" "negative regulation of leukocyte migration" 1
0 0.17065027291204 2 24 "GO:0002687" "positive regulation of leukocyte migration" 0.811666666666667
0 1 2 18 "GO:0002690;GO:0002688" "regulation of leukocyte chemotaxis" 1
0 1.21911977549857e-05 5 40 "GO:0002695;GO:0050866" "negative regulation of cell activation" 0
0 0.0603341570815597 4 116 "GO:0002697" "regulation of immune effector process" 0.377168949771689
0 0.256654013921995 2 38 "GO:0002698" "negative regulation of immune effector process" 0.980240963855422
0 0.0120179830179209 5 62 "GO:0002699" "positive regulation of immune effector process" 0.109541984732824
0 0.0549653649716576 4 49 "GO:0002700" "regulation of production of molecular mediator of immune response" 0.328669724770642
0 0.379349381619908 5 61 "GO:0002703" "regulation of leukocyte mediated immunity" 1
0 1 3 12 "GO:0002704" "negative regulation of leukocyte mediated immunity" 1
0 1 2 44 "GO:0002706" "regulation of lymphocyte mediated immunity" 1
0 0.256654013921995 3 38 "GO:0002708;GO:0002824;GO:0002705;GO:0002821" "positive regulation of leukocyte mediated immunity" 0.980240963855422
0 1 3 29 "GO:0002709" "regulation of T cell mediated immunity" 1
0 1 4 8 "GO:0002710;GO:0002707" "negative regulation of lymphocyte mediated immunity" 1
0 0.0398456486304098 2 41 "GO:0002718;GO:0002720;GO:0002702" "positive regulation of production of molecular mediator of immune response" 0.223595505617978
0 1 6 20 "GO:0002726;GO:0002711;GO:0002724" "positive regulation of T cell mediated immunity" 1
0 0.0530423965482693 3 7 "GO:0002730;GO:0002732" "regulation of dendritic cell cytokine production" 0.300232558139535
0 0.074921868551178 2 10 "GO:0002753" "cytoplasmic pattern recognition receptor signaling pathway" 0.502439024390244
0 1 2 30 "GO:0002755;GO:0002224" "toll-like receptor signaling pathway" 1
0 1 2 28 "GO:0002761;GO:0045670" "regulation of myeloid leukocyte differentiation" 1
0 1 4 13 "GO:0002763" "positive regulation of myeloid leukocyte differentiation" 1
0 1 3 6 "GO:0002784;GO:0002759;GO:0002922" "regulation of antimicrobial peptide production" 1
0 0.0739689340680178 3 58 "GO:0002819;GO:0002822" "regulation of adaptive immune response" 0.49936974789916
0 0.0821043797920263 2 11 "GO:0002820;GO:0002823" "negative regulation of adaptive immune response" 0.525095785440613
0 0.0456372062244363 7 6 "GO:0002825;GO:0002829" "regulation of T-helper 1 type immune response" 0.251507537688442
0 0.0603912914752778 2 8 "GO:0002828" "regulation of type 2 immune response" 0.363876651982379
0 0.000270572884391699 2 118 "GO:0002831" "regulation of response to biotic stimulus" 0.00510204081632653
0 0.318041093516939 2 49 "GO:0002832;GO:0045824" "negative regulation of response to biotic stimulus" 1
0 0.00781470118851337 2 53 "GO:0002833" "positive regulation of response to biotic stimulus" 0.0809322033898305
0 1 3 5 "GO:0002834" "regulation of response to tumor cell" 1
0 1 3 10 "GO:0002861" "regulation of inflammatory response to antigenic stimulus" 1
0 1 2 5 "GO:0002862" "negative regulation of inflammatory response to antigenic stimulus" 1
0 0.137631350730224 6 19 "GO:0002886" "regulation of myeloid leukocyte mediated immunity" 0.738109756097561
0 0.0456372062244363 3 6 "GO:0002888" "positive regulation of myeloid leukocyte mediated immunity" 0.251507537688442
0 1 4 16 "GO:0002889;GO:0002712;GO:0045191" "regulation of immunoglobulin mediated immune response" 1
0 1 4 10 "GO:0002891;GO:0002714" "positive regulation of B cell mediated immunity" 1
0 1 2 8 "GO:0002920" "regulation of humoral immune response" 1
0 1 2 16 "GO:0002931" "response to ischemia" 1
0 0.607360276611195 3 119 "GO:0003002" "regionalization" 1
0 1 2 290 "GO:0003006" "developmental process involved in reproduction" 1
0 1 2 16 "GO:0003007" "heart morphogenesis" 1
0 0.395818135543626 2 411 "GO:0003008" "system process" 1
0 1 2 40 "GO:0003012" "muscle system process" 1
0 0.543605298877708 2 100 "GO:0003013" "circulatory system process" 1
0 1 2 16 "GO:0003014" "renal system process" 1
0 0.110292108532216 3 15 "GO:0003017;GO:0036303;GO:0048014" "Tie signaling pathway" 0.65
0 1 2 64 "GO:0003018" "vascular process in circulatory system" 1
0 1 4 11 "GO:0003073" "regulation of systemic arterial blood pressure" 1
0 1 2 6 "GO:0003081;GO:0001990;GO:0003044;GO:0050886" "regulation of systemic arterial blood pressure by hormone" 1
0 1 2 6 "GO:0003085;GO:0031649;GO:0002025" "negative regulation of systemic arterial blood pressure" 1
0 1 3 28 "GO:0003143;GO:0001947" "heart looping" 1
0 1 3 13 "GO:0003148" "outflow tract septum morphogenesis" 1
0 1 3 10 "GO:0003151" "outflow tract morphogenesis" 1
0 1 2 6 "GO:0003156" "regulation of animal organ formation" 1
0 1 3 11 "GO:0003170" "heart valve development" 1
0 1 2 12 "GO:0003179" "heart valve morphogenesis" 1
0 1 3 5 "GO:0003181" "atrioventricular valve morphogenesis" 1
0 1 2 7 "GO:0003188" "heart valve formation" 1
0 1 2 6 "GO:0003203" "endocardial cushion morphogenesis" 1
0 1 2 6 "GO:0003207" "cardiac chamber formation" 1
0 1 2 6 "GO:0003208;GO:0003206" "cardiac chamber morphogenesis" 1
0 1 3 11 "GO:0003254" "regulation of membrane depolarization" 1
0 1 2 8 "GO:0003272" "endocardial cushion formation" 1
0 1 3 17 "GO:0003279" "cardiac septum development" 1
0 1 2 9 "GO:0003281" "ventricular septum development" 1
0 1 6 36 "GO:0003333" "amino acid transmembrane transport" 1
0 1 2 58 "GO:0003341" "cilium movement" 1
0 1 2 6 "GO:0003344" "pericardium morphogenesis" 1
0 1 2 12 "GO:0003351;GO:0006858" "extracellular transport" 1
0 1 7 7 "GO:0003356" "regulation of cilium beat frequency" 1
0 1 2 10 "GO:0003382" "epithelial cell morphogenesis" 1
0 1 2 7 "GO:0003401" "axis elongation" 1
0 0.0381752983107615 2 5 "GO:0003404" "optic vesicle morphogenesis" 0.220571428571429
0 1 2 5 "GO:0003406" "retinal pigment epithelium development" 1
0 1 3 5 "GO:0003413" "chondrocyte differentiation involved in endochondral bone morphogenesis" 1
0 0.754648867454067 2 178 "GO:0005975" "carbohydrate metabolic process" 1
0 0.177103843918441 2 25 "GO:0005976;GO:0044264" "polysaccharide metabolic process" 0.827197802197802
0 1 2 12 "GO:0005977;GO:0006073;GO:0006112;GO:0044042" "cellular glucan metabolic process" 1
0 1 3 7 "GO:0005979;GO:0010962;GO:0032885" "regulation of polysaccharide biosynthetic process" 1
0 1 2 8 "GO:0006004" "fucose metabolic process" 1
0 1 2 32 "GO:0006006" "glucose metabolic process" 1
0 1 2 7 "GO:0006012" "galactose metabolic process" 1
0 1 2 5 "GO:0006020" "inositol metabolic process" 1
0 0.0329998530208823 2 37 "GO:0006022" "aminoglycan metabolic process" 0.209810126582278
0 0.15099063790275 4 21 "GO:0006024;GO:0006023" "aminoglycan biosynthetic process" 0.78955223880597
0 0.0821043797920263 2 11 "GO:0006026" "aminoglycan catabolic process" 0.525095785440613
0 1 4 5 "GO:0006027" "glycosaminoglycan catabolic process" 1
0 1 4 24 "GO:0006029" "proteoglycan metabolic process" 1
0 0.00254628426091394 4 10 "GO:0006032;GO:0006030;GO:1901072" "glucosamine-containing compound catabolic process" 0.0387096774193548
0 0.012319108760199 3 22 "GO:0006040" "amino sugar metabolic process" 0.108955223880597
0 1 5 7 "GO:0006044" "N-acetylglucosamine metabolic process" 1
0 1 2 7 "GO:0006047" "UDP-N-acetylglucosamine metabolic process" 1
0 1 2 105 "GO:0006066" "alcohol metabolic process" 1
0 1 2 31 "GO:0006081" "cellular aldehyde metabolic process" 1
0 1 5 11 "GO:0006084" "acetyl-CoA metabolic process" 1
0 1 5 6 "GO:0006085" "acetyl-CoA biosynthetic process" 1
0 1 6 8 "GO:0006089" "lactate metabolic process" 1
0 1 3 19 "GO:0006090" "pyruvate metabolic process" 1
0 1 2 88 "GO:0006091" "generation of precursor metabolites and energy" 1
0 1 5 13 "GO:0006096;GO:0006757" "ATP generation from ADP" 1
0 1 3 15 "GO:0006099" "tricarboxylic acid cycle" 1
0 1 7 10 "GO:0006103" "2-oxoglutarate metabolic process" 1
0 1 6 5 "GO:0006108" "malate metabolic process" 1
0 1 2 46 "GO:0006109;GO:0010675" "regulation of carbohydrate metabolic process" 1
0 1 4 14 "GO:0006110" "regulation of glycolytic process" 1
0 1 4 11 "GO:0006111" "regulation of gluconeogenesis" 1
0 1 3 9 "GO:0006119" "oxidative phosphorylation" 1
0 1 2 8 "GO:0006120" "mitochondrial electron transport, NADH to ubiquinone" 1
0 1 2 5 "GO:0006122" "mitochondrial electron transport, ubiquinol to cytochrome c" 1
0 1 3 5 "GO:0006123;GO:0019646" "aerobic electron transport chain" 1
0 1 4 7 "GO:0006144" "purine nucleobase metabolic process" 1
0 1 2 58 "GO:0006164;GO:0072522;GO:0009152;GO:0009260;GO:0046390" "ribose phosphate biosynthetic process" 1
0 1 6 18 "GO:0006165;GO:0046939" "nucleotide phosphorylation" 1
0 1 4 6 "GO:0006206" "pyrimidine nucleobase metabolic process" 1
0 1 4 6 "GO:0006213" "pyrimidine nucleoside metabolic process" 1
0 1 2 6 "GO:0006244;GO:0072529" "pyrimidine-containing compound catabolic process" 1
0 1 4 339 "GO:0006259" "DNA metabolic process" 1
0 1 4 78 "GO:0006260" "DNA replication" 1
0 1 2 22 "GO:0006261" "DNA-dependent DNA replication" 1
0 1 6 6 "GO:0006264" "mitochondrial DNA replication" 1
0 1 2 8 "GO:0006268" "DNA unwinding involved in DNA replication" 1
0 1 2 12 "GO:0006270" "DNA replication initiation" 1
0 1 2 53 "GO:0006275" "regulation of DNA replication" 1
0 1 3 218 "GO:0006281" "DNA repair" 1
0 1 4 62 "GO:0006282" "regulation of DNA repair" 1
0 1 7 5 "GO:0006283" "transcription-coupled nucleotide-excision repair" 1
0 1 2 16 "GO:0006284" "base-excision repair" 1
0 1 2 21 "GO:0006289" "nucleotide-excision repair" 1
0 1 4 5 "GO:0006290" "pyrimidine dimer repair" 1
0 1 2 15 "GO:0006298" "mismatch repair" 1
0 1 2 11 "GO:0006301" "postreplication repair" 1
0 1 2 76 "GO:0006302" "double-strand break repair" 1
0 1 3 13 "GO:0006303;GO:0000726" "double-strand break repair via nonhomologous end joining" 1
0 1 2 23 "GO:0006306;GO:0006305" "DNA methylation" 1
0 1 7 5 "GO:0006309" "apoptotic DNA fragmentation" 1
0 1 5 131 "GO:0006310" "DNA recombination" 1
0 1 2 27 "GO:0006313;GO:0032196" "transposition" 1
0 0.205073073978079 2 302 "GO:0006325" "chromatin organization" 0.886067708333333
0 1 2 32 "GO:0006334" "nucleosome assembly" 1
0 1 6 6 "GO:0006335;GO:0034723" "DNA replication-dependent nucleosome organization" 1
0 1 3 6 "GO:0006336;GO:0034724" "DNA replication-independent nucleosome assembly" 1
0 1 2 9 "GO:0006337;GO:0032986" "protein-DNA complex disassembly" 1
0 0.00499586323755288 5 90 "GO:0006338" "chromatin remodeling" 0.0653465346534653
0 1 3 83 "GO:0006351;GO:0097659" "transcription, DNA-templated" 1
0 1 2 29 "GO:0006352" "DNA-templated transcription, initiation" 1
0 1 2 9 "GO:0006353" "DNA-templated transcription, termination" 1
0 1 3 20 "GO:0006354;GO:0006368" "DNA-templated transcription, elongation" 1
0 1 7 15 "GO:0006356" "regulation of transcription by RNA polymerase I" 1
0 0.373718639271753 2 638 "GO:0006357" "regulation of transcription by RNA polymerase II" 1
0 1 2 11 "GO:0006359" "regulation of transcription by RNA polymerase III" 1
0 1 2 6 "GO:0006360" "transcription by RNA polymerase I" 1
0 0.634430024249199 8 128 "GO:0006364;GO:0016072" "rRNA metabolic process" 1
