"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.344937374489564 3 31 "GO:0001508" "action potential" 1
0 0.482375483722459 2 41 "GO:0001510" "RNA methylation" 1
0 1 2 5 "GO:0001516;GO:0046457" "prostaglandin biosynthetic process" 1
0 0.244449540838185 2 7 "GO:0001522" "pseudouridine synthesis" 0.975
0 1 2 27 "GO:0001523;GO:0016101;GO:0006721" "terpenoid metabolic process" 1
0 0.308703220490768 3 94 "GO:0001525" "angiogenesis" 1
0 0.356367584343654 2 11 "GO:0001541" "ovarian follicle development" 1
0 0.878112341848899 3 126 "GO:0001558" "regulation of cell growth" 1
0 0.881193904886786 3 53 "GO:0001568" "blood vessel development" 1
0 0.0460038917805098 2 9 "GO:0001569" "branching involved in blood vessel morphogenesis" 0.687280701754386
0 0.711707563472466 4 31 "GO:0001570" "vasculogenesis" 1
0 0.359339955837541 2 32 "GO:0001578" "microtubule bundle formation" 1
0 0.633061464887452 3 25 "GO:0001649" "osteoblast differentiation" 1
0 0.138617161116419 5 51 "GO:0001654" "eye development" 0.866460905349794
0 1 2 11 "GO:0001656" "metanephros development" 1
0 1 5 13 "GO:0001657;GO:0072164" "mesonephric tubule development" 1
0 1 2 18 "GO:0001658" "branching involved in ureteric bud morphogenesis" 1
0 0.381664072312398 2 12 "GO:0001659" "temperature homeostasis" 1
0 1 4 9 "GO:0001662;GO:0002209;GO:0042596" "behavioral fear response" 1
0 0.60497141683436 3 79 "GO:0001666;GO:0036293;GO:0070482" "response to oxygen levels" 1
0 0.348497445308555 2 76 "GO:0001667" "ameboidal-type cell migration" 1
0 0.687561461333826 4 29 "GO:0001676" "long-chain fatty acid metabolic process" 1
0 1 2 28 "GO:0001678" "cellular glucose homeostasis" 1
0 1 2 10 "GO:0001682;GO:0099116" "tRNA 5'-end processing" 1
0 0.758610775145 2 100 "GO:0001701;GO:0043009" "chordate embryonic development" 1
0 1 2 7 "GO:0001702" "gastrulation with mouth forming second" 1
0 0.429324566334759 4 14 "GO:0001707;GO:0001704" "formation of primary germ layer" 1
0 0.111546355083411 2 30 "GO:0001708" "cell fate specification" 0.820697674418605
0 1 2 19 "GO:0001709" "cell fate determination" 1
0 1 2 5 "GO:0001731" "formation of translation preinitiation complex" 1
0 0.405970192151759 2 13 "GO:0001732" "formation of cytoplasmic translation initiation complex" 1
0 0.0592413671282199 2 23 "GO:0001736;GO:0007164" "establishment of planar polarity" 0.724264705882353
0 1 2 7 "GO:0001745" "compound eye morphogenesis" 1
0 1 7 5 "GO:0001751" "compound eye photoreceptor cell differentiation" 1
0 1 6 14 "GO:0001754;GO:0046530" "photoreceptor cell differentiation" 1
0 0.618017530897054 3 24 "GO:0001755" "neural crest cell migration" 1
0 0.600745453913777 2 51 "GO:0001764" "neuron migration" 1
0 1 5 7 "GO:0001774" "microglial cell activation" 1
0 0.513945748353979 2 18 "GO:0001776" "leukocyte homeostasis" 1
0 1 3 13 "GO:0001778" "plasma membrane repair" 1
0 0.381664072312398 5 12 "GO:0001782;GO:0002260" "lymphocyte homeostasis" 1
0 0.665724155398223 2 198 "GO:0001817" "regulation of cytokine production" 1
0 0.954994148495376 5 77 "GO:0001818" "negative regulation of cytokine production" 1
0 0.610557573124704 4 107 "GO:0001819" "positive regulation of cytokine production" 1
0 0.69763390970446 2 61 "GO:0001822" "kidney development" 1
0 0.244449540838185 3 7 "GO:0001824" "blastocyst development" 0.975
0 1 2 9 "GO:0001825" "blastocyst formation" 1
0 0.181423291892562 2 5 "GO:0001829" "trophectodermal cell differentiation" 0.913343558282209
0 1 2 6 "GO:0001833" "inner cell mass cell proliferation" 1
0 1 2 8 "GO:0001835;GO:0035188;GO:0071684" "blastocyst hatching" 1
0 0.213564999240669 2 6 "GO:0001836" "release of cytochrome c from mitochondria" 0.931572769953052
0 0.578783539722237 5 49 "GO:0001837;GO:0048762" "mesenchymal cell differentiation" 1
0 1 4 15 "GO:0001838;GO:0072175" "epithelial tube formation" 1
0 1 6 6 "GO:0001841" "neural tube formation" 1
0 0.733994531346462 5 33 "GO:0001843;GO:0060606" "tube closure" 1
0 1 2 8 "GO:0001881" "receptor recycling" 1
0 0.49404128098142 5 17 "GO:0001885" "endothelial cell development" 1
0 1 5 43 "GO:0001889" "liver development" 1
0 0.244449540838185 2 7 "GO:0001890" "placenta development" 0.975
0 0.334382655481914 3 52 "GO:0001894" "tissue homeostasis" 1
0 0.181423291892562 2 5 "GO:0001895" "retina homeostasis" 0.913343558282209
0 1 2 18 "GO:0001906" "cell killing" 1
0 1 3 9 "GO:0001909" "leukocyte mediated cytotoxicity" 1
0 1 3 8 "GO:0001910;GO:0031341" "regulation of cell killing" 1
0 1 4 10 "GO:0001919" "regulation of receptor recycling" 1
0 1 2 6 "GO:0001921" "positive regulation of receptor recycling" 1
0 1 6 7 "GO:0001923;GO:0031663;GO:2000321;GO:2000318" "positive regulation of T-helper 17 type immune response" 1
0 0.344629373143452 3 313 "GO:0001932" "regulation of protein phosphorylation" 1
0 0.595538558822909 2 105 "GO:0001933;GO:0042326" "negative regulation of phosphorylation" 1
0 0.535522727783632 4 201 "GO:0001934" "positive regulation of protein phosphorylation" 1
0 0.405970192151759 2 13 "GO:0001935" "endothelial cell proliferation" 1
0 0.829194096773418 2 44 "GO:0001936" "regulation of endothelial cell proliferation" 1
0 0.49404128098142 5 17 "GO:0001937" "negative regulation of endothelial cell proliferation" 1
0 1 2 27 "GO:0001938" "positive regulation of endothelial cell proliferation" 1
0 1 3 5 "GO:0001942" "hair follicle development" 1
0 0.551445100773353 2 20 "GO:0001944" "vasculature development" 1
0 1 3 11 "GO:0001945" "lymph vessel development" 1
0 1 2 33 "GO:0001952" "regulation of cell-matrix adhesion" 1
0 1 4 9 "GO:0001953" "negative regulation of cell-matrix adhesion" 1
0 1 3 15 "GO:0001954" "positive regulation of cell-matrix adhesion" 1
0 1 3 10 "GO:0001956;GO:0051590" "positive regulation of neurotransmitter transport" 1
0 0.356367584343654 2 11 "GO:0001958;GO:0036075" "endochondral ossification" 1
0 1 2 33 "GO:0001959;GO:0060759" "regulation of response to cytokine stimulus" 1
0 1 2 19 "GO:0001960;GO:0060761" "negative regulation of response to cytokine stimulus" 1
0 1 2 9 "GO:0001974" "blood vessel remodeling" 1
0 1 2 6 "GO:0001996;GO:0010460" "positive regulation of heart rate" 1
0 0.729230488462296 4 154 "GO:0002009;GO:0048729" "tissue morphogenesis" 1
0 0.0314768386236007 2 18 "GO:0002011" "morphogenesis of an epithelial sheet" 0.612643678160919
0 0.569099697664038 2 21 "GO:0002027" "regulation of heart rate" 1
0 0.49404128098142 4 17 "GO:0002028" "regulation of sodium ion transport" 1
0 0.21288878106631 4 22 "GO:0002040" "sprouting angiogenesis" 1
0 1 4 5 "GO:0002052" "positive regulation of neuroblast proliferation" 1
0 1 2 12 "GO:0002053;GO:0010464" "regulation of mesenchymal cell proliferation" 1
0 1 2 19 "GO:0002062" "chondrocyte differentiation" 1
0 1 3 13 "GO:0002063" "chondrocyte development" 1
0 0.894747440231548 3 56 "GO:0002064" "epithelial cell development" 1
0 1 2 13 "GO:0002065;GO:0002067" "columnar/cuboidal epithelial cell differentiation" 1
0 1 2 11 "GO:0002066" "columnar/cuboidal epithelial cell development" 1
0 1 3 6 "GO:0002068" "glandular epithelial cell development" 1
0 1 2 6 "GO:0002082" "regulation of oxidative phosphorylation" 1
0 1 6 6 "GO:0002084;GO:0042159;GO:0098734;GO:0042157" "lipoprotein metabolic process" 1
0 0.513945748353979 2 18 "GO:0002088" "lens development in camera-type eye" 1
0 1 3 16 "GO:0002090" "regulation of receptor internalization" 1
0 1 3 10 "GO:0002092" "positive regulation of receptor internalization" 1
0 1 3 10 "GO:0002098;GO:0002097" "tRNA wobble base modification" 1
0 0.242222546417594 4 24 "GO:0002181" "cytoplasmic translation" 1
0 1 2 6 "GO:0002183" "cytoplasmic translational initiation" 1
0 1 2 18 "GO:0002218" "activation of innate immune response" 1
0 1 3 42 "GO:0002221" "pattern recognition receptor signaling pathway" 1
0 1 4 12 "GO:0002230;GO:0050691" "regulation of defense response to virus by host" 1
0 0.870329641997495 2 89 "GO:0002237" "response to molecule of bacterial origin" 1
0 0.602359406543744 2 23 "GO:0002244" "hematopoietic progenitor cell differentiation" 1
0 1 3 33 "GO:0002250" "adaptive immune response" 1
0 0.653515883459164 2 113 "GO:0002252" "immune effector process" 1
0 0.9104529543853 3 60 "GO:0002253" "activation of immune response" 1
0 1 2 13 "GO:0002262" "myeloid cell homeostasis" 1
0 1 3 31 "GO:0002274" "myeloid leukocyte activation" 1
0 1 3 12 "GO:0002275" "myeloid cell activation involved in immune response" 1
0 1 2 7 "GO:0002281" "macrophage activation involved in immune response" 1
0 1 2 18 "GO:0002285" "lymphocyte activation involved in immune response" 1
0 1 3 7 "GO:0002286" "T cell activation involved in immune response" 1
0 1 4 11 "GO:0002312" "B cell activation involved in immune response" 1
0 1 3 5 "GO:0002313" "mature B cell differentiation involved in immune response" 1
0 1 2 11 "GO:0002335" "mature B cell differentiation" 1
0 1 2 30 "GO:0002366;GO:0002263" "cell activation involved in immune response" 1
0 0.929505669269555 1 405 "GO:0002376" "immune system process" 1
0 0.822169243705393 5 43 "GO:0002429;GO:0002757;GO:0002768;GO:0002764" "immune response-regulating cell surface receptor signaling pathway" 1
0 1 2 13 "GO:0002443" "leukocyte mediated immunity" 1
0 1 5 6 "GO:0002446;GO:0002444" "neutrophil mediated immunity" 1
0 1 4 8 "GO:0002449" "lymphocyte mediated immunity" 1
0 1 2 12 "GO:0002460" "adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains" 1
0 1 2 13 "GO:0002478;GO:0019884;GO:0048002" "antigen processing and presentation of peptide antigen" 1
0 0.722644596061076 4 64 "GO:0002521" "leukocyte differentiation" 1
0 0.0560465727449107 5 10 "GO:0002523" "leukocyte migration involved in inflammatory response" 0.715530303030303
0 1 3 17 "GO:0002526" "acute inflammatory response" 1
0 1 2 5 "GO:0002566" "somatic diversification of immune receptors via somatic mutation" 1
0 1 2 20 "GO:0002573" "myeloid leukocyte differentiation" 1
0 1 4 5 "GO:0002577" "regulation of antigen processing and presentation" 1
0 0.569099697664038 2 21 "GO:0002637" "regulation of immunoglobulin production" 1
0 0.244449540838185 7 7 "GO:0002639;GO:0045830" "positive regulation of immunoglobulin production" 0.975
0 0.213564999240669 2 6 "GO:0002673" "regulation of acute inflammatory response" 0.931572769953052
0 0.195623194506091 2 322 "GO:0002682" "regulation of immune system process" 1
0 0.371450561712075 4 102 "GO:0002683" "negative regulation of immune system process" 1
0 0.185597439194465 4 184 "GO:0002684" "positive regulation of immune system process" 0.937425149700599
0 0.401795307191274 4 35 "GO:0002685" "regulation of leukocyte migration" 1
0 1 2 5 "GO:0002686" "negative regulation of leukocyte migration" 1
0 0.242222546417594 2 24 "GO:0002687" "positive regulation of leukocyte migration" 1
0 0.513945748353979 3 18 "GO:0002690;GO:0002688" "regulation of leukocyte chemotaxis" 1
0 0.4694014107818 2 40 "GO:0002695;GO:0050866" "negative regulation of cell activation" 1
0 0.0847826467390286 2 116 "GO:0002697" "regulation of immune effector process" 0.784375
0 0.442885478117123 2 38 "GO:0002698" "negative regulation of immune effector process" 1
0 0.0949354606003461 5 62 "GO:0002699" "positive regulation of immune effector process" 0.801813471502591
0 0.301764285686412 5 49 "GO:0002700" "regulation of production of molecular mediator of immune response" 1
0 0.00940519740923927 2 61 "GO:0002703" "regulation of leukocyte mediated immunity" 0.314285714285714
0 0.381664072312398 2 12 "GO:0002704" "negative regulation of leukocyte mediated immunity" 1
0 0.0925379460322739 6 44 "GO:0002706" "regulation of lymphocyte mediated immunity" 0.787696335078534
0 0.185835380753135 2 38 "GO:0002708;GO:0002824;GO:0002705;GO:0002821" "positive regulation of leukocyte mediated immunity" 0.929376854599406
0 0.103234055051963 4 29 "GO:0002709" "regulation of T cell mediated immunity" 0.802669902912621
0 0.274125897168899 3 8 "GO:0002710;GO:0002707" "negative regulation of lymphocyte mediated immunity" 1
0 0.216406988438952 2 41 "GO:0002718;GO:0002720;GO:0002702" "positive regulation of production of molecular mediator of immune response" 0.943341121495327
0 0.551445100773353 2 20 "GO:0002726;GO:0002711;GO:0002724" "positive regulation of T cell mediated immunity" 1
0 0.244449540838185 6 7 "GO:0002730;GO:0002732" "regulation of dendritic cell cytokine production" 0.975
0 1 2 10 "GO:0002753" "cytoplasmic pattern recognition receptor signaling pathway" 1
0 1 5 30 "GO:0002755;GO:0002224" "toll-like receptor signaling pathway" 1
0 1 4 28 "GO:0002761;GO:0045670" "regulation of myeloid leukocyte differentiation" 1
0 1 4 13 "GO:0002763" "positive regulation of myeloid leukocyte differentiation" 1
0 1 5 6 "GO:0002784;GO:0002759;GO:0002922" "regulation of antimicrobial humoral response" 1
0 0.0760249081873015 2 58 "GO:0002819;GO:0002822" "regulation of adaptive immune response" 0.768711656441718
0 0.0667701523940403 3 11 "GO:0002820;GO:0002823" "negative regulation of adaptive immune response" 0.72843137254902
0 1 5 6 "GO:0002825;GO:0002829" "regulation of T-helper 1 type immune response" 1
0 1 3 8 "GO:0002828" "regulation of type 2 immune response" 1
0 0.949756241746486 2 118 "GO:0002831" "regulation of response to biotic stimulus" 1
0 0.578783539722237 3 49 "GO:0002832;GO:0045824" "negative regulation of response to biotic stimulus" 1
0 1 2 53 "GO:0002833" "positive regulation of response to biotic stimulus" 1
0 0.181423291892562 3 5 "GO:0002834" "regulation of response to tumor cell" 0.913343558282209
0 0.330040545075508 3 10 "GO:0002861" "regulation of inflammatory response to antigenic stimulus" 1
0 1 2 5 "GO:0002862" "negative regulation of inflammatory response to antigenic stimulus" 1
0 0.0363237956707186 2 19 "GO:0002886" "regulation of myeloid leukocyte mediated immunity" 0.653225806451613
0 0.213564999240669 2 6 "GO:0002888" "positive regulation of myeloid leukocyte mediated immunity" 0.931572769953052
0 0.473325124085827 2 16 "GO:0002889;GO:0002712;GO:0045191" "regulation of immunoglobulin mediated immune response" 1
0 0.330040545075508 5 10 "GO:0002891;GO:0002714" "positive regulation of B cell mediated immunity" 1
0 1 3 8 "GO:0002920" "regulation of humoral immune response" 1
0 1 2 16 "GO:0002931" "response to ischemia" 1
0 0.852508955242494 3 119 "GO:0003002" "regionalization" 1
0 0.59124435351802 2 290 "GO:0003006" "developmental process involved in reproduction" 1
0 0.473325124085827 3 16 "GO:0003007" "heart morphogenesis" 1
0 0.891927766012835 2 411 "GO:0003008" "system process" 1
0 0.206094374040222 3 40 "GO:0003012" "muscle system process" 1
0 0.556546196590231 3 100 "GO:0003013" "circulatory system process" 1
0 0.473325124085827 3 16 "GO:0003014" "renal system process" 1
0 1 2 15 "GO:0003017;GO:0036303;GO:0048014" "Tie signaling pathway" 1
0 0.462243953114166 4 64 "GO:0003018" "vascular process in circulatory system" 1
0 1 4 11 "GO:0003073" "regulation of systemic arterial blood pressure" 1
0 1 3 6 "GO:0003081;GO:0001990;GO:0003044;GO:0050886" "endocrine process" 1
0 0.213564999240669 3 6 "GO:0003085;GO:0031649;GO:0002025" "negative regulation of systemic arterial blood pressure" 0.931572769953052
0 0.301177253614138 3 28 "GO:0003143;GO:0001947" "heart looping" 1
0 0.405970192151759 4 13 "GO:0003148" "outflow tract septum morphogenesis" 1
0 1 2 10 "GO:0003151" "outflow tract morphogenesis" 1
0 1 3 6 "GO:0003156" "regulation of animal organ formation" 1
0 0.356367584343654 3 11 "GO:0003170" "heart valve development" 1
0 0.381664072312398 2 12 "GO:0003179" "heart valve morphogenesis" 1
0 1 3 5 "GO:0003181" "atrioventricular valve morphogenesis" 1
0 0.0282577496555724 3 7 "GO:0003188" "heart valve formation" 0.557228915662651
0 1 4 6 "GO:0003203" "endocardial cushion morphogenesis" 1
0 0.0207147551520261 3 6 "GO:0003207" "cardiac chamber formation" 0.441780821917808
0 0.213564999240669 3 6 "GO:0003208;GO:0003206" "cardiac chamber morphogenesis" 0.931572769953052
0 1 4 11 "GO:0003254" "regulation of membrane depolarization" 1
0 0.274125897168899 2 8 "GO:0003272" "endocardial cushion formation" 1
0 1 3 17 "GO:0003279" "cardiac septum development" 1
0 1 4 9 "GO:0003281" "ventricular septum development" 1
0 1 2 36 "GO:0003333" "amino acid transmembrane transport" 1
0 1 2 58 "GO:0003341" "cilium movement" 1
0 0.0207147551520261 2 6 "GO:0003344" "pericardium morphogenesis" 0.441780821917808
0 1 2 12 "GO:0003351;GO:0006858" "extracellular transport" 1
0 1 2 7 "GO:0003356" "regulation of cilium beat frequency" 1
0 1 2 10 "GO:0003382" "epithelial cell morphogenesis" 1
0 0.244449540838185 2 7 "GO:0003401" "axis elongation" 0.975
0 1 2 5 "GO:0003404" "optic vesicle morphogenesis" 1
0 1 2 5 "GO:0003406" "retinal pigment epithelium development" 1
0 1 3 5 "GO:0003413" "chondrocyte differentiation involved in endochondral bone morphogenesis" 1
0 0.264087059409557 3 178 "GO:0005975" "carbohydrate metabolic process" 1
0 0.633061464887452 4 25 "GO:0005976;GO:0044264" "polysaccharide metabolic process" 1
0 1 2 12 "GO:0005977;GO:0006073;GO:0006112;GO:0044042" "cellular glucan metabolic process" 1
0 1 3 7 "GO:0005979;GO:0010962;GO:0032885" "regulation of polysaccharide biosynthetic process" 1
0 0.274125897168899 2 8 "GO:0006004" "fucose metabolic process" 1
0 0.359339955837541 2 32 "GO:0006006" "glucose metabolic process" 1
0 1 2 7 "GO:0006012" "galactose metabolic process" 1
0 1 3 5 "GO:0006020" "inositol metabolic process" 1
0 0.773550604430013 4 37 "GO:0006022" "aminoglycan metabolic process" 1
0 0.569099697664038 2 21 "GO:0006024;GO:0006023" "aminoglycan biosynthetic process" 1
0 1 3 11 "GO:0006026" "aminoglycan catabolic process" 1
0 1 2 5 "GO:0006027" "glycosaminoglycan catabolic process" 1
0 0.618017530897054 2 24 "GO:0006029" "proteoglycan metabolic process" 1
0 1 3 10 "GO:0006032;GO:0006030;GO:1901072" "chitin metabolic process" 1
0 1 4 22 "GO:0006040" "amino sugar metabolic process" 1
0 1 2 7 "GO:0006044" "N-acetylglucosamine metabolic process" 1
0 1 3 7 "GO:0006047" "UDP-N-acetylglucosamine metabolic process" 1
0 0.595538558822909 2 105 "GO:0006066" "alcohol metabolic process" 1
0 0.344937374489564 3 31 "GO:0006081" "cellular aldehyde metabolic process" 1
0 1 3 11 "GO:0006084" "acetyl-CoA metabolic process" 1
0 1 3 6 "GO:0006085" "acetyl-CoA biosynthetic process" 1
0 1 2 8 "GO:0006089" "lactate metabolic process" 1
0 0.169705516821718 3 19 "GO:0006090" "pyruvate metabolic process" 0.944384057971014
0 0.00219741633487249 2 88 "GO:0006091" "generation of precursor metabolites and energy" 0.135
0 0.0899906342400727 3 13 "GO:0006096;GO:0006757" "ATP generation from ADP" 0.783244680851064
0 0.115168056792073 3 15 "GO:0006099" "tricarboxylic acid cycle" 0.805580357142857
0 1 2 10 "GO:0006103" "2-oxoglutarate metabolic process" 1
0 1 2 5 "GO:0006108" "malate metabolic process" 1
0 0.544215074953113 3 46 "GO:0006109;GO:0010675" "regulation of carbohydrate metabolic process" 1
0 0.102363327772759 4 14 "GO:0006110" "regulation of glycolytic process" 0.80935960591133
0 1 2 11 "GO:0006111" "regulation of gluconeogenesis" 1
0 0.302641147842448 3 9 "GO:0006119" "oxidative phosphorylation" 1
0 0.274125897168899 2 8 "GO:0006120" "mitochondrial electron transport, NADH to ubiquinone" 1
0 0.0141741374926239 2 5 "GO:0006122" "mitochondrial electron transport, ubiquinol to cytochrome c" 0.367307692307692
0 1 5 5 "GO:0006123;GO:0019646" "mitochondrial electron transport, cytochrome c to oxygen" 1
0 1 4 7 "GO:0006144" "purine nucleobase metabolic process" 1
0 0.399222561185704 3 58 "GO:0006164;GO:0072522;GO:0009152;GO:0009260;GO:0046390" "ribose phosphate biosynthetic process" 1
0 0.155665335647928 2 18 "GO:0006165;GO:0046939" "nucleoside diphosphate phosphorylation" 0.89980694980695
0 1 4 6 "GO:0006206" "pyrimidine nucleobase metabolic process" 1
0 0.213564999240669 5 6 "GO:0006213" "pyrimidine nucleoside metabolic process" 0.931572769953052
0 0.213564999240669 3 6 "GO:0006244;GO:0072529" "pyrimidine-containing compound catabolic process" 0.931572769953052
0 0.0726699253010852 4 339 "GO:0006259" "DNA metabolic process" 0.749056603773585
0 4.4130204111381e-05 2 78 "GO:0006260" "DNA replication" 0.0125
0 0.00968304884968852 6 22 "GO:0006261" "DNA-dependent DNA replication" 0.320833333333333
0 0.213564999240669 2 6 "GO:0006264" "mitochondrial DNA replication" 0.931572769953052
0 1 2 8 "GO:0006268" "DNA unwinding involved in DNA replication" 1
0 0.0781062166874722 2 12 "GO:0006270" "DNA replication initiation" 0.754411764705882
0 0.621837101337859 2 53 "GO:0006275" "regulation of DNA replication" 1
0 0.0469088784428404 4 218 "GO:0006281" "DNA repair" 0.693534482758621
0 0.917406969655183 2 62 "GO:0006282" "regulation of DNA repair" 1
0 1 6 5 "GO:0006283" "transcription-coupled nucleotide-excision repair" 1
0 0.128352210974662 2 16 "GO:0006284" "base-excision repair" 0.847854077253219
0 1 2 21 "GO:0006289" "nucleotide-excision repair" 1
0 1 6 5 "GO:0006290" "pyrimidine dimer repair" 1
0 1 5 15 "GO:0006298" "mismatch repair" 1
0 0.0667701523940403 5 11 "GO:0006301" "postreplication repair" 0.72843137254902
0 0.348497445308555 2 76 "GO:0006302" "double-strand break repair" 1
