"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
0 0.0689570179859142 4 99 "GO:0006954" "inflammatory response" 0.803470715835141
0 0.0543440119659683 2 220 "GO:0006955" "immune response" 0.774444444444444
0 0.321885001487997 4 325 "GO:0006974" "cellular response to DNA damage stimulus" 0.998662420382166
0 0.0189462003737965 7 6 "GO:0006977;GO:0071158;GO:0072431;GO:0071156;GO:1902400;GO:1902402;GO:0072422;GO:1902403;GO:0072401;GO:0072413;GO:0072395" "signal transduction involved in mitotic G1 DNA damage checkpoint" 0.587731481481481
0 0.00546645478716533 3 130 "GO:0006979" "response to oxidative stress" 0.32
0 0.23072579540561 4 339 "GO:0007010" "cytoskeleton organization" 0.9649377593361
0 0.0385855660782346 5 108 "GO:0007015" "actin filament organization" 0.714071856287425
0 0.923156432294732 2 347 "GO:0007017" "microtubule-based process" 1
0 0.709176040227571 3 139 "GO:0007018" "microtubule-based movement" 1
0 0.0995811939636416 5 60 "GO:0007030" "Golgi organization" 0.8856463878327
0 0.0631062368119205 2 236 "GO:0007154" "cell communication" 0.795444191343963
0 1.43231552790781e-06 2 296 "GO:0007155;GO:0022610" "biological adhesion" 0
0 0.0162349846003573 2 63 "GO:0007156" "homophilic cell adhesion via plasma membrane adhesion molecules" 0.544776119402985
0 0.0137257011920893 2 31 "GO:0007157" "heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules" 0.506593406593407
0 0.00670390203050712 3 14 "GO:0007159" "leukocyte cell-cell adhesion" 0.361475409836066
0 0.0672383520456084 2 34 "GO:0007160" "cell-matrix adhesion" 0.80820399113082
0 0.00405244499273176 2 562 "GO:0007166" "cell surface receptor signaling pathway" 0.26989247311828
0 0.0115158273763576 3 208 "GO:0007169;GO:0007167" "enzyme linked receptor protein signaling pathway" 0.466363636363636
0 0.44079633879209 2 183 "GO:0007186" "G protein-coupled receptor signaling pathway" 1
0 0.00249773118818121 2 5 "GO:0007202" "activation of phospholipase C activity" 0.226470588235294
0 0.377156424827281 3 66 "GO:0007204;GO:0051480" "regulation of cytosolic calcium ion concentration" 1
0 0.0072690440907141 3 58 "GO:0007219" "Notch signaling pathway" 0.366153846153846
0 0.0412421558210712 3 122 "GO:0007265;GO:0007264" "small GTPase mediated signal transduction" 0.729913294797688
0 0.597439810285145 2 142 "GO:0007267;GO:0023052" "signaling" 1
0 0.56574555904155 2 146 "GO:0007276;GO:0007283;GO:0048232" "gamete generation" 1
0 0.0452873338242827 2 208 "GO:0007346" "regulation of mitotic cell cycle" 0.727284946236559
0 0.528766110648943 3 108 "GO:0007411;GO:0097485" "neuron projection guidance" 1
0 0.0736445228360797 2 32 "GO:0007416" "synapse assembly" 0.823093220338983
0 0.144337966635482 2 69 "GO:0007423" "sensory organ development" 0.925693311582382
0 0.00128699451605038 4 79 "GO:0007507" "heart development" 0.183333333333333
0 0.10100937687779 4 14 "GO:0007519" "skeletal muscle tissue development" 0.879026217228464
0 0.348767038683013 2 65 "GO:0007568" "aging" 0.999004975124378
0 0.05936720342574 3 8 "GO:0007589" "body fluid secretion" 0.778554778554779
0 0.0376339436015478 4 5 "GO:0007595" "lactation" 0.707099697885196
0 0.0356709861138432 4 41 "GO:0008016" "regulation of heart contraction" 0.728246753246753
0 0.0136516399575336 2 27 "GO:0008154" "actin polymerization or depolymerization" 0.505524861878453
0 0.38398550828409 2 72 "GO:0008202" "steroid metabolic process" 1
0 0.103144540919951 2 15 "GO:0008210" "estrogen metabolic process" 0.881539888682746
0 0.0206580975415274 3 7 "GO:0008218" "bioluminescence" 0.601315789473684
0 0.0398783916458954 2 6 "GO:0008272" "sulfate transport" 0.726627218934911
0 0.0573440019595375 2 41 "GO:0008277" "regulation of G protein-coupled receptor signaling pathway" 0.783734939759036
0 0.147195453804008 2 182 "GO:0008283" "cell population proliferation" 0.924555735056543
0 0.00294302688806258 5 238 "GO:0008284" "positive regulation of cell population proliferation" 0.2375
0 0.150948742215845 5 178 "GO:0008285" "negative regulation of cell population proliferation" 0.92832
0 0.0430572283789194 2 37 "GO:0008361" "regulation of cell size" 0.735211267605634
0 0.193121999173834 3 28 "GO:0008406" "gonad development" 0.935209235209235
0 0.225659204316529 4 28 "GO:0008544" "epidermis development" 0.969887955182073
0 0.130000954997769 4 18 "GO:0008584" "male gonad development" 0.914322033898305
0 0.0961022729224334 4 13 "GO:0008585" "female gonad development" 0.874712643678161
0 0.0201299250531817 2 6 "GO:0008592" "regulation of Toll signaling pathway" 0.594469026548673
0 0.037578191508343 5 40 "GO:0008643" "carbohydrate transport" 0.728193146417445
0 0.249283294071252 3 42 "GO:0008652;GO:1901607" "alpha-amino acid biosynthetic process" 0.974186991869919
0 0.140857488047426 2 48 "GO:0009063" "cellular amino acid catabolic process" 0.927272727272727
0 0.0162001503928718 7 27 "GO:0009064" "glutamine family amino acid metabolic process" 0.5465
0 0.160261997941651 2 25 "GO:0009069" "serine family amino acid metabolic process" 0.929641185647426
0 0.106925312352953 2 16 "GO:0009070" "serine family amino acid biosynthetic process" 0.886837294332724
0 0.0447371237318947 5 13 "GO:0009074;GO:0009072" "aromatic amino acid family metabolic process" 0.744444444444444
0 0.11513500154309 4 35 "GO:0009308;GO:0006576;GO:0044106" "amine metabolic process" 0.905098389982111
0 0.0180047387324007 2 164 "GO:0009314" "response to radiation" 0.575952380952381
0 0.0329671762569526 3 120 "GO:0009416" "response to light stimulus" 0.727162629757785
0 0.250452573058599 2 79 "GO:0009451" "RNA modification" 0.975169147496617
0 0.0419025481896007 2 596 "GO:0009605" "response to external stimulus" 0.735446685878963
0 0.0114199410465072 3 63 "GO:0009611" "response to wounding" 0.466158536585366
0 0.11010272165985 2 82 "GO:0009615" "response to virus" 0.897176684881603
0 0.0885737620725253 2 113 "GO:0009617" "response to bacterium" 0.855795677799607
0 0.117386629562597 2 20 "GO:0009620" "response to fungus" 0.911032028469751
0 0.031599289893193 2 391 "GO:0009628" "response to abiotic stimulus" 0.713732394366197
0 0.314953575498187 2 559 "GO:0009653" "anatomical structure morphogenesis" 0.998459563543004
0 0.000106292900192779 2 298 "GO:0009719" "response to endogenous stimulus" 0.0647058823529412
0 0.0193745361060244 2 162 "GO:0009725" "response to hormone" 0.584234234234234
0 0.245626364715191 5 44 "GO:0009749;GO:0009746;GO:0034284;GO:0009743" "response to carbohydrate" 0.971904761904762
0 0.331355119360259 2 194 "GO:0009887" "animal organ morphogenesis" 1
0 0.416593154663158 3 245 "GO:0009888" "tissue development" 1
0 0.00472483518398515 4 538 "GO:0009968;GO:0010648;GO:0023057;GO:0048585" "negative regulation of response to stimulus" 0.301546391752577
0 0.0156488378085788 3 164 "GO:0010035" "response to inorganic substance" 0.551302083333333
0 0.0102412205126638 4 107 "GO:0010038" "response to metal ion" 0.446103896103896
0 0.0579310281055031 2 13 "GO:0010043" "response to zinc ion" 0.783612440191388
0 0.000711709631386033 3 62 "GO:0010212" "response to ionizing radiation" 0.133783783783784
0 0.00116797666968169 4 285 "GO:0010243;GO:1901698" "response to nitrogen compound" 0.1875
0 2.87986462916563e-05 2 27 "GO:0010332" "response to gamma radiation" 0.02
0 0.000833326095566969 4 50 "GO:0010467" "gene expression" 0.153846153846154
0 0.695507740492565 3 132 "GO:0010506" "regulation of autophagy" 1
0 0.00931360760021899 3 20 "GO:0010518;GO:0010517;GO:0060193" "positive regulation of lipase activity" 0.424489795918367
0 0.183440974779705 4 27 "GO:0010522" "regulation of calcium ion transport into cytosol" 0.937647928994083
0 0.0942337439500958 2 13 "GO:0010524" "positive regulation of calcium ion transport into cytosol" 0.873791102514507
0 0.0529789403141543 2 251 "GO:0010564" "regulation of cell cycle process" 0.769875
0 0.261453132082666 2 41 "GO:0010565" "regulation of cellular ketone metabolic process" 0.977436582109479
0 0.076791966335465 4 181 "GO:0010608" "posttranscriptional regulation of gene expression" 0.836058700209644
0 0.00996724029268646 4 19 "GO:0010611;GO:0014743;GO:0043502" "regulation of muscle adaptation" 0.444370860927152
0 0.1181464101225 6 621 "GO:0010629" "negative regulation of gene expression" 0.912522202486678
0 0.0449476358639221 2 6 "GO:0010649" "regulation of cell communication by electrical coupling" 0.724393530997305
0 0.0104154959865559 2 71 "GO:0010721;GO:0050768;GO:0051961" "negative regulation of cell development" 0.446178343949045
0 0.0314647951937318 2 6 "GO:0010815" "bradykinin catabolic process" 0.712720848056537
0 0.62898171533382 3 178 "GO:0010817" "regulation of hormone levels" 1
0 0.0396333971240556 2 16 "GO:0010842" "retina layer formation" 0.727678571428571
0 0.00534182786467816 5 11 "GO:0010863;GO:1900274" "regulation of phospholipase C activity" 0.318055555555556
0 0.0449476358639221 6 6 "GO:0010875;GO:0010874" "regulation of cholesterol efflux" 0.724393530997305
0 0.00525607642914958 2 14 "GO:0010939" "regulation of necrotic cell death" 0.314018691588785
0 0.194569016539034 6 89 "GO:0010948" "negative regulation of cell cycle process" 0.936743515850144
0 0.165208345290484 5 64 "GO:0010950;GO:0010952;GO:0043280;GO:2001056" "positive regulation of peptidase activity" 0.932407407407407
0 0.0509833168482289 2 17 "GO:0010951;GO:0010466" "negative regulation of peptidase activity" 0.764358974358974
0 0.0219997565490542 4 7 "GO:0010955;GO:1903318" "negative regulation of protein processing" 0.614618644067797
0 0.41987969114168 2 77 "GO:0010959" "regulation of metal ion transport" 1
0 0.507825666398678 3 78 "GO:0010970;GO:0030705;GO:0099111" "cytoskeleton-dependent intracellular transport" 1
0 0.01694338389612 7 178 "GO:0010975" "regulation of neuron projection development" 0.553640776699029
0 0.00227315330728277 2 73 "GO:0010977;GO:0031345" "negative regulation of cell projection organization" 0.225
0 0.121846200549001 2 291 "GO:0012501;GO:0008219;GO:0006915" "cell death" 0.901208981001727
0 0.0731911460778351 3 50 "GO:0014066" "regulation of phosphatidylinositol 3-kinase signaling" 0.826175213675214
0 0.0275636891793751 2 29 "GO:0014068" "positive regulation of phosphatidylinositol 3-kinase signaling" 0.698832684824903
0 6.7558488839712e-06 4 200 "GO:0014070" "response to organic cyclic compound" 0.0166666666666667
0 0.183484487637896 2 31 "GO:0014074;GO:0046683" "response to purine-containing compound" 0.936336779911374
0 0.281884220626014 2 45 "GO:0014706;GO:0060537" "muscle tissue development" 0.985255570117955
0 0.000854194023097104 3 17 "GO:0014910" "regulation of smooth muscle cell migration" 0.1525
0 0.000427573362146679 4 12 "GO:0014911" "positive regulation of smooth muscle cell migration" 0.117241379310345
0 0.00280071041296766 4 5 "GO:0014912" "negative regulation of smooth muscle cell migration" 0.230666666666667
0 0.806191867982412 2 611 "GO:0015031;GO:0045184;GO:0015833;GO:0042886" "establishment of protein localization" 1
0 0.0333895457074904 3 5 "GO:0015701" "bicarbonate transport" 0.721525423728814
0 0.46950247614751 2 112 "GO:0015711" "organic anion transport" 1
0 0.271793653057033 7 50 "GO:0015718" "monocarboxylic acid transport" 0.980383091149273
0 0.0526717043873154 6 8 "GO:0015791;GO:0042044" "fluid transport" 0.768170426065163
0 0.445062036010286 2 102 "GO:0015849;GO:0046942" "organic acid transport" 1
0 0.198520286128121 2 34 "GO:0015850" "organic hydroxy compound transport" 0.9379113018598
0 0.271766774673476 2 43 "GO:0016032" "viral process" 0.981613756613757
0 0.0453095307797627 2 118 "GO:0016055;GO:1905114" "cell surface receptor signaling pathway involved in cell-cell signaling" 0.725603217158177
0 0.787708030767474 2 467 "GO:0016192" "vesicle-mediated transport" 1
0 0.0132865052942246 3 83 "GO:0016311" "dephosphorylation" 0.505397727272727
0 0.00497612747650835 5 12 "GO:0016339" "calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules" 0.309405940594059
0 0.367630121846302 5 70 "GO:0016485" "protein processing" 1
0 0.00441809517980999 2 8 "GO:0016601" "Rac protein signal transduction" 0.286842105263158
0 0.229297272769689 3 35 "GO:0017015;GO:1903844" "regulation of transforming growth factor beta receptor signaling pathway" 0.965950069348128
0 0.079211473166332 4 70 "GO:0017148;GO:0034249" "negative regulation of cellular amide metabolic process" 0.839072164948454
0 0.0345911171553442 2 12 "GO:0018298" "protein-chromophore linkage" 0.725747508305648
0 0.531795006258188 2 113 "GO:0019216" "regulation of lipid metabolic process" 1
0 0.159160670803255 3 23 "GO:0019217" "regulation of fatty acid metabolic process" 0.9275
0 0.0496898269323173 3 43 "GO:0019221" "cytokine-mediated signaling pathway" 0.76015625
0 0.0420226411087087 3 6 "GO:0019344" "cysteine biosynthetic process" 0.730714285714286
0 0.00443558672988126 2 13 "GO:0019370;GO:0006691" "leukotriene metabolic process" 0.285416666666667
0 0.0343029108743493 4 38 "GO:0019395;GO:0034440" "lipid oxidation" 0.722833333333333
0 0.291644983550189 2 151 "GO:0019439;GO:1901361;GO:0044270;GO:0046700" "organic cyclic compound catabolic process" 0.984217335058215
0 0.615313791076776 2 270 "GO:0019725;GO:0055080;GO:0098771;GO:0050801;GO:0055082" "cellular homeostasis" 1
0 0.036609063473055 4 307 "GO:0019752;GO:0043436;GO:0006082" "organic acid metabolic process" 0.730830670926518
0 0.0804866630723632 3 11 "GO:0019915" "lipid storage" 0.82949494949495
0 0.00801654149557739 3 15 "GO:0021549" "cerebellum development" 0.382608695652174
0 0.263238317976648 2 48 "GO:0021700;GO:0071695" "developmental maturation" 0.9782
0 0.680050600648831 2 385 "GO:0022402" "cell cycle process" 1
0 0.00483007819566561 3 94 "GO:0022407" "regulation of cell-cell adhesion" 0.307142857142857
0 0.521154646603458 2 137 "GO:0022412" "cellular process involved in reproduction in multicellular organism" 1
0 0.618753059155514 1 455 "GO:0022414" "reproductive process" 1
0 0.118827574528691 2 19 "GO:0022600" "digestive system process" 0.910070671378092
0 0.00158737516248815 4 321 "GO:0022603" "regulation of anatomical structure morphogenesis" 0.19537037037037
0 0.0191811970160374 2 8 "GO:0023019" "signal transduction involved in regulation of gene expression" 0.587671232876712
0 0.711273959171922 2 228 "GO:0030001;GO:0006812" "cation transport" 1
0 0.0167920610239691 2 131 "GO:0030036;GO:0030029" "actin filament-based process" 0.554411764705882
0 0.00948653920566845 4 18 "GO:0030041" "actin filament polymerization" 0.423666666666667
0 0.0397783262493221 5 69 "GO:0030100" "regulation of endocytosis" 0.727744807121662
0 0.09893240375037 2 120 "GO:0030111" "regulation of Wnt signaling pathway" 0.884095238095238
0 0.0192288470069762 2 178 "GO:0030155" "regulation of cell adhesion" 0.586136363636364
0 0.155204116451232 3 204 "GO:0030162" "regulation of proteolysis" 0.928243670886076
0 0.266634710081361 3 42 "GO:0030177" "positive regulation of Wnt signaling pathway" 0.977586206896552
0 0.0509894163890244 2 76 "GO:0030178" "negative regulation of Wnt signaling pathway" 0.762531969309463
0 0.145806242808417 2 101 "GO:0030182" "neuron differentiation" 0.926178861788618
0 0.0664743714092478 3 9 "GO:0030193;GO:0050818;GO:1900046" "regulation of coagulation" 0.809843400447427
0 0.0205247502435078 2 113 "GO:0030198;GO:0043062" "extracellular structure organization" 0.601541850220264
0 0.00174038808027393 5 27 "GO:0030199" "collagen fibril organization" 0.198275862068966
0 0.0560090361539193 3 72 "GO:0030258" "lipid modification" 0.782195121951219
0 0.00836263005639326 5 62 "GO:0030308" "negative regulation of cell growth" 0.392553191489362
0 0.0333895457074904 3 5 "GO:0030321" "transepithelial chloride transport" 0.721525423728814
0 0.00147324208519936 2 36 "GO:0030324" "lung development" 0.185576923076923
0 0.0722552377765288 3 25 "GO:0030330;GO:0042770" "signal transduction in response to DNA damage" 0.823655913978495
0 0.0237370202211551 2 326 "GO:0030334;GO:2000145;GO:0040012;GO:0051270" "regulation of locomotion" 0.652708333333333
0 0.0675319293699132 5 193 "GO:0030335;GO:2000147;GO:0040017;GO:0051272" "positive regulation of cellular component movement" 0.807505518763797
0 0.0268255365371822 2 62 "GO:0030336;GO:2000146;GO:0040013;GO:0051271" "negative regulation of locomotion" 0.690748031496063
0 0.000659370515248402 2 6 "GO:0030422" "production of siRNA involved in RNA interference" 0.131428571428571
0 0.339539591547353 7 46 "GO:0030433;GO:0036503" "ERAD pathway" 0.999560853199498
0 0.133932646981725 4 19 "GO:0030512" "negative regulation of transforming growth factor beta receptor signaling pathway" 0.919327731092437
0 0.005039793108861 2 46 "GO:0030516;GO:0061387" "regulation of extent of cell growth" 0.310194174757282
0 0.000982143293857232 5 19 "GO:0030517" "negative regulation of axon extension" 0.169047619047619
0 0.157477182035712 2 30 "GO:0030522" "intracellular receptor signaling pathway" 0.93007874015748
